Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Symbol
2024-09-26 00:00:00-04:00,490.72161881110264,491.04986439183557,483.19224676716595,486.8425598144531,32020200,0.0,0.0,0.0,QQQ
2024-09-27 00:00:00-04:00,487.86701615014687,488.00627920570344,482.9535314389067,484.13714599609375,22851100,0.0,0.0,0.0,QQQ
2024-09-30 00:00:00-04:00,483.17232696807946,485.78821395881425,480.3276940460128,485.4500427246094,30281100,0.0,0.0,0.0,QQQ
2024-10-01 00:00:00-04:00,485.08203015579704,485.38040760913503,474.8373025206438,478.6865234375,42735400,0.0,0.0,0.0,QQQ
2024-10-02 00:00:00-04:00,477.7814234131209,481.28254755619815,475.1556106595733,479.3629150390625,23744000,0.0,0.0,0.0,QQQ
2024-10-03 00:00:00-04:00,477.1647465045182,481.94892400160876,476.41877250367753,479.00482177734375,25337200,0.0,0.0,0.0,QQQ
2024-10-04 00:00:00-04:00,484.83337806086183,485.2610625337713,479.80054259491305,484.7040710449219,30686600,0.0,0.0,0.0,QQQ
2024-10-07 00:00:00-04:00,482.78443268328135,483.9580911380398,478.2886766947853,479.5120849609375,24975100,0.0,0.0,0.0,QQQ
2024-10-08 00:00:00-04:00,482.058384872313,487.35976047377227,481.25273532026443,486.6734619140625,28272000,0.0,0.0,0.0,QQQ
2024-10-09 00:00:00-04:00,486.375030005497,491.07965011879287,485.330678585639,490.50274658203125,24995000,0.0,0.0,0.0,QQQ
2024-10-10 00:00:00-04:00,488.2151507171597,491.8157139029741,486.90222911844774,489.94580078125,25750400,0.0,0.0,0.0,QQQ
2024-10-11 00:00:00-04:00,488.1056780098677,491.73610894443993,487.53876086190434,490.71160888671875,20644500,0.0,0.0,0.0,QQQ
2024-10-14 00:00:00-04:00,493.1087433199562,496.15231510549785,492.6015015915411,494.8294677734375,26060100,0.0,0.0,0.0,QQQ
2024-10-15 00:00:00-04:00,495.15763027265047,495.8240470616674,486.0567536340458,488.2151184082031,34784500,0.0,0.0,0.0,QQQ
2024-10-16 00:00:00-04:00,488.54335051027755,489.0506225559772,484.95274347162825,488.2748107910156,22996800,0.0,0.0,0.0,QQQ
2024-10-17 00:00:00-04:00,493.77514948668596,493.82486894890553,488.5533310956286,488.6130065917969,27210700,0.0,0.0,0.0,QQQ
2024-10-18 00:00:00-04:00,491.40790156825085,492.90980565670185,490.65197150724066,491.8157043457031,25335000,0.0,0.0,0.0,QQQ
2024-10-21 00:00:00-04:00,490.6022552281417,493.5662696437468,488.6726666363485,492.7606201171875,30336500,0.0,0.0,0.0,QQQ
2024-10-22 00:00:00-04:00,490.0850569058557,494.7797213575166,489.32912684084965,493.2976989746094,26685800,0.0,0.0,0.0,QQQ
2024-10-23 00:00:00-04:00,490.9404005936158,491.5968613498573,482.4462348949116,485.73846435546875,39346600,0.0,0.0,0.0,QQQ
2024-10-24 00:00:00-04:00,489.46835151368117,490.35358858620776,486.8127010036224,489.67724609375,22024900,0.0,0.0,0.0,QQQ
2024-10-25 00:00:00-04:00,492.4821368426961,497.59452988954064,491.7759262195307,492.6611633300781,38762100,0.0,0.0,0.0,QQQ
2024-10-28 00:00:00-04:00,495.7842943698639,495.8439698659142,492.4423451759984,492.74072265625,20477800,0.0,0.0,0.0,QQQ
2024-10-29 00:00:00-04:00,493.0589900594559,498.6587732328474,491.19903302397995,497.47515869140625,28014100,0.0,0.0,0.0,QQQ
2024-10-30 00:00:00-04:00,496.7093062383675,497.66414449235685,493.2280941179006,493.7154541015625,29756000,0.0,0.0,0.0,QQQ
2024-10-31 00:00:00-04:00,489.73692610636607,489.7866455665972,481.1532467902301,481.2527160644531,41245200,0.0,0.0,0.0,QQQ
2024-11-01 00:00:00-04:00,482.89384405538004,488.1156621424876,482.5954665919066,484.8134765625,33655800,0.0,0.0,0.0,QQQ
2024-11-04 00:00:00-05:00,484.2067725635964,486.75302813437827,481.6505609593022,483.401123046875,23291600,0.0,0.0,0.0,QQQ
2024-11-05 00:00:00-05:00,484.99249677066786,490.23422685674956,484.902983532783,489.56781005859375,24353600,0.0,0.0,0.0,QQQ
2024-11-06 00:00:00-05:00,497.8729861727274,503.69158938131693,496.91814796198105,502.86602783203125,43082200,0.0,0.0,0.0,QQQ
2024-11-07 00:00:00-05:00,505.67090198917174,511.56909280939686,505.61122649755987,510.7832946777344,32853100,0.0,0.0,0.0,QQQ
2024-11-08 00:00:00-05:00,510.2860561991546,512.1559694970895,509.65943308827593,511.38018798828125,22924500,0.0,0.0,0.0,QQQ
2024-11-11 00:00:00-05:00,512.6034814439263,512.8123760155609,508.177387321282,511.08172607421875,24167500,0.0,0.0,0.0,QQQ
2024-11-12 00:00:00-05:00,511.0121374806699,511.8973138842997,507.0932543470221,510.1567077636719,25835300,0.0,0.0,0.0,QQQ
2024-11-13 00:00:00-05:00,509.64949375077566,512.2156007658452,507.21263305307264,509.5002746582031,24567400,0.0,0.0,0.0,QQQ
2024-11-14 00:00:00-05:00,509.1620975260134,510.0373482348618,505.04430625976136,505.9593811035156,28679500,0.0,0.0,0.0,QQQ
2024-11-15 00:00:00-05:00,500.2402508303333,500.6281415498902,491.8355977793818,493.9044494628906,51461100,0.0,0.0,0.0,QQQ
2024-11-18 00:00:00-05:00,495.4560681908618,499.4445524267209,494.0635893908615,497.3359069824219,27080800,0.0,0.0,0.0,QQQ
2024-11-19 00:00:00-05:00,494.74992067849877,501.24486718421906,494.4117190476225,500.7574768066406,24523000,0.0,0.0,0.0,QQQ
2024-11-20 00:00:00-05:00,500.4590686244457,500.77735816706814,493.8944909882249,500.4690246582031,29565500,0.0,0.0,0.0,QQQ
2024-11-21 00:00:00-05:00,503.52250281083025,504.23863907755907,494.88910418409273,502.269287109375,34526700,0.0,0.0,0.0,QQQ
2024-11-22 00:00:00-05:00,501.7123101251142,503.8109691728965,500.08109899945873,503.074951171875,23826600,0.0,0.0,0.0,QQQ
2024-11-25 00:00:00-05:00,507.1628348574178,508.7045326214257,501.5531263369306,503.87060546875,26375200,0.0,0.0,0.0,QQQ
2024-11-26 00:00:00-05:00,505.35261100508006,507.40158084162204,504.50719809176707,506.5760192871094,26557100,0.0,0.0,0.0,QQQ
2024-11-27 00:00:00-05:00,505.44214367713033,505.51174484646646,499.23561951766123,502.5875244140625,24957400,0.0,0.0,0.0,QQQ
2024-11-29 00:00:00-05:00,503.21417752443887,507.60050843550283,502.59751052014724,507.00372314453125,15334000,0.0,0.0,0.0,QQQ
2024-12-02 00:00:00-05:00,508.26693218686097,513.4887504350102,507.8790111186217,512.52392578125,25147200,0.0,0.0,0.0,QQQ
2024-12-03 00:00:00-05:00,511.1911504181891,514.373985095904,510.61424683539474,514.095458984375,18597900,0.0,0.0,0.0,QQQ
2024-12-04 00:00:00-05:00,517.5269512439784,520.7097859190565,516.8107846060128,520.451171875,26086200,0.0,0.0,0.0,QQQ
2024-12-05 00:00:00-05:00,520.5008591030347,521.226921022137,518.6209900907503,519.0089111328125,18169600,0.0,0.0,0.0,QQQ
2024-12-06 00:00:00-05:00,519.675280801468,523.8925105480843,519.5459737916175,523.65380859375,23762600,0.0,0.0,0.0,QQQ
2024-12-09 00:00:00-05:00,522.7288945325893,523.5245880810076,518.4221204877712,519.575927734375,20674400,0.0,0.0,0.0,QQQ
2024-12-10 00:00:00-05:00,520.8091667441121,522.5597286555064,516.3730864780794,517.8053588867188,24350000,0.0,0.0,0.0,QQQ
2024-12-11 00:00:00-05:00,522.1818663890722,527.7617380486803,521.7740939285375,527.075439453125,32168600,0.0,0.0,0.0,QQQ
2024-12-12 00:00:00-05:00,524.8474256077255,526.1205837537462,523.1963631388469,523.6737670898438,23577500,0.0,0.0,0.0,QQQ
2024-12-13 00:00:00-05:00,527.6124973833525,530.307911172932,524.4694263576389,527.68212890625,28780400,0.0,0.0,0.0,QQQ
2024-12-16 00:00:00-05:00,530.2184846535105,536.2559086463527,530.1388970892364,535.2811279296875,31979900,0.0,0.0,0.0,QQQ
2024-12-17 00:00:00-05:00,533.4808196320281,534.5948026460842,531.2628096373928,532.923828125,28579100,0.0,0.0,0.0,QQQ
2024-12-18 00:00:00-05:00,532.2773503776515,533.9980443477575,512.2454469027805,513.6975708007812,54703200,0.0,0.0,0.0,QQQ
2024-12-19 00:00:00-05:00,518.3923099577986,518.9592575433442,511.07183222457314,511.40997314453125,46441800,0.0,0.0,0.0,QQQ
2024-12-20 00:00:00-05:00,507.7000078297467,522.0028221794778,506.556186993886,515.8758544921875,60530000,0.0,0.0,0.0,QQQ
2024-12-23 00:00:00-05:00,517.5943450139422,521.2804299717675,514.1872352921986,520.90185546875,29672800,0.835,0.0,0.0,QQQ
2024-12-24 00:00:00-05:00,522.854514827797,528.0548371426894,522.2169092458087,527.9652099609375,17558200,0.0,0.0,0.0,QQQ
2024-12-26 00:00:00-05:00,526.331416906876,529.2404090350186,524.3289727948384,527.6065673828125,19090500,0.0,0.0,0.0,QQQ
2024-12-27 00:00:00-05:00,524.0300435156842,524.4683897338862,515.9106967940162,520.593017578125,33839600,0.0,0.0,0.0,QQQ
2024-12-30 00:00:00-05:00,513.5695291597104,517.4050126837748,509.9033582941444,513.6691284179688,34584000,0.0,0.0,0.0,QQQ
2024-12-31 00:00:00-05:00,514.9543347038892,515.7114228726336,508.3393140727987,509.3056640625,29117000,0.0,0.0,0.0,QQQ
2025-01-02 00:00:00-05:00,512.3641052015905,514.6953239346398,503.80644256925154,508.3094482421875,36389800,0.0,0.0,0.0,QQQ
2025-01-03 00:00:00-05:00,511.417696434176,517.6940315122579,510.60083647061316,516.6280517578125,29059500,0.0,0.0,0.0,QQQ
2025-01-06 00:00:00-05:00,522.0476114174397,525.9328953582989,520.065111494004,522.5656127929688,36109700,0.0,0.0,0.0,QQQ
2025-01-07 00:00:00-05:00,523.6116330578326,524.0100909190774,511.34797203831766,513.2407836914062,36690300,0.0,0.0,0.0,QQQ
2025-01-08 00:00:00-05:00,513.1411571001679,514.9741969361809,508.6481238764345,513.3304443359375,30777800,0.0,0.0,0.0,QQQ
2025-01-10 00:00:00-05:00,509.5547442725234,509.6543435394188,502.02320337175274,505.2808837890625,40532500,0.0,0.0,0.0,QQQ
2025-01-13 00:00:00-05:00,499.3134390625005,504.1152729350246,497.8190852309919,503.6570129394531,31694200,0.0,0.0,0.0,QQQ
2025-01-14 00:00:00-05:00,506.8250294419463,508.2396977619812,499.7019490145044,503.1788024902344,33737200,0.0,0.0,0.0,QQQ
2025-01-15 00:00:00-05:00,511.09889744457155,515.9007006401041,509.5347694909147,514.7550659179688,34957600,0.0,0.0,0.0,QQQ
2025-01-16 00:00:00-05:00,517.026467249921,517.1061831442493,511.01919663194894,511.1487121582031,28229000,0.0,0.0,0.0,QQQ
2025-01-17 00:00:00-05:00,520.8819303330192,522.0973697832961,511.1786021287471,519.776123046875,51837900,0.0,0.0,0.0,QQQ
2025-01-21 00:00:00-05:00,522.5058431761768,523.9902251025194,518.102497036575,522.8246459960938,23628000,0.0,0.0,0.0,QQQ
2025-01-22 00:00:00-05:00,527.5766383538297,531.8106408124149,527.2678076655376,529.5093383789062,33593000,0.0,0.0,0.0,QQQ
2025-01-23 00:00:00-05:00,527.0486459270462,530.7546752856922,526.4609007666552,530.6351318359375,23096600,0.0,0.0,0.0,QQQ
2025-01-24 00:00:00-05:00,531.0136677980639,531.7807280773806,526.1620039307094,527.6364135742188,19878300,0.0,0.0,0.0,QQQ
2025-01-27 00:00:00-05:00,509.0765966785985,516.0402765990139,508.2297899969277,512.2745361328125,60771700,0.0,0.0,0.0,QQQ
2025-01-28 00:00:00-05:00,513.2806042053568,521.0313482861533,509.85358086015856,519.8458251953125,33194200,0.0,0.0,0.0,QQQ
2025-01-29 00:00:00-05:00,520.4934372745863,520.6229528077788,514.9543680275574,518.8695678710938,26649000,0.0,0.0,0.0,QQQ
2025-01-30 00:00:00-05:00,521.738726504641,524.1196841000327,516.2594290396685,521.0811767578125,27431300,0.0,0.0,0.0,QQQ
2025-01-31 00:00:00-05:00,524.9366128086152,529.5193345139795,519.2282004570609,520.3240356445312,38755200,0.0,0.0,0.0,QQQ
2025-02-03 00:00:00-05:00,511.53724066840994,518.8894667950981,509.12636671091076,516.1597900390625,40580800,0.0,0.0,0.0,QQQ
2025-02-04 00:00:00-05:00,516.6778655999509,523.1334552229995,516.2793468900811,522.495849609375,26046800,0.0,0.0,0.0,QQQ
2025-02-05 00:00:00-05:00,519.8558471490118,525.0263141261553,518.6603518561534,524.8668823242188,21134100,0.0,0.0,0.0,QQQ
2025-02-06 00:00:00-05:00,525.3750084458582,527.8157988351848,523.7611109716172,527.6065673828125,19434500,0.0,0.0,0.0,QQQ
2025-02-07 00:00:00-05:00,528.1444531000723,530.0970363211669,520.2243664565356,520.9515991210938,29605500,0.0,0.0,0.0,QQQ
2025-02-10 00:00:00-05:00,525.2354245805267,528.3636196768954,524.7672229274917,527.2578125,20852800,0.0,0.0,0.0,QQQ
2025-02-11 00:00:00-05:00,523.9802362938708,527.9252913951378,523.8507207672724,526.0025634765625,19325500,0.0,0.0,0.0,QQQ
2025-02-12 00:00:00-05:00,520.3339861084905,527.1980658905265,519.9853278738981,526.3114013671875,25009400,0.0,0.0,0.0,QQQ
2025-02-13 00:00:00-05:00,527.9850525304931,534.2015544609476,527.1980481045974,533.8828125,28714800,0.0,0.0,0.0,QQQ
2025-02-14 00:00:00-05:00,533.9923693740982,536.8117337584231,533.6536224423348,536.1243286132812,17862600,0.0,0.0,0.0,QQQ
2025-02-18 00:00:00-05:00,537.698413065698,537.9674162315473,534.022299955899,537.3397827148438,20565000,0.0,0.0,0.0,QQQ
2025-02-19 00:00:00-05:00,536.5427605384632,538.774319161458,534.440717443179,537.4891967773438,19666900,0.0,0.0,0.0,QQQ
2025-02-20 00:00:00-05:00,536.7021786452833,537.0707810856188,530.4558205310736,535.2078247070312,26550800,0.0,0.0,0.0,QQQ
2025-02-21 00:00:00-05:00,536.3534192678146,536.373363440965,523.7311290744665,524.0997314453125,47093800,0.0,0.0,0.0,QQQ
2025-02-24 00:00:00-05:00,525.893006175843,527.0785293164791,517.574460821282,517.9131469726562,39268400,0.0,0.0,0.0,QQQ
2025-02-25 00:00:00-05:00,517.2854859915275,517.3652018839585,507.52238695535993,511.3877868652344,48940000,0.0,0.0,0.0,QQQ
2025-02-26 00:00:00-05:00,513.5894882871941,517.7038863374212,509.4451131699638,512.6231079101562,34457600,0.0,0.0,0.0,QQQ
2025-02-27 00:00:00-05:00,516.179721700075,517.1161858963768,498.16775925470586,498.3869323730469,52448000,0.0,0.0,0.0,QQQ
2025-02-28 00:00:00-05:00,498.24745713466467,506.864891443897,495.05949014730743,506.2572021484375,47654000,0.0,0.0,0.0,QQQ
2025-03-03 00:00:00-05:00,509.5945814567039,511.10884909409276,491.72210680896086,495.1790466308594,44587200,0.0,0.0,0.0,QQQ
2025-03-04 00:00:00-05:00,492.3198540523609,501.8438669070773,485.90409236827736,493.6846923828125,67875400,0.0,0.0,0.0,QQQ
2025-03-05 00:00:00-05:00,494.33226372255456,501.7342891326799,489.4108559644338,500.1203918457031,46323700,0.0,0.0,0.0,QQQ
2025-03-06 00:00:00-05:00,491.8316909406421,496.7032685538406,484.36989397516925,486.36236572265625,57574300,0.0,0.0,0.0,QQQ
2025-03-07 00:00:00-05:00,485.3262961011522,491.42325508804356,478.7212470644506,489.9388732910156,54714700,0.0,0.0,0.0,QQQ
2025-03-10 00:00:00-04:00,481.6302729539333,482.1483046930257,466.8959350231872,470.95062255859375,76668000,0.0,0.0,0.0,QQQ
2025-03-11 00:00:00-04:00,470.5720365490684,477.0077119927552,465.25214045630736,469.8248596191406,68760800,0.0,0.0,0.0,QQQ
2025-03-12 00:00:00-04:00,477.35640613966797,479.2492483034156,470.01415228809566,475.1248474121094,46971100,0.0,0.0,0.0,QQQ
2025-03-13 00:00:00-04:00,474.4573475399869,474.48723340088907,464.67430370193534,466.5771179199219,46563300,0.0,0.0,0.0,QQQ
2025-03-14 00:00:00-04:00,471.94682088464697,478.75109837332525,471.3391012058141,477.8544921875,43563000,0.0,0.0,0.0,QQQ
2025-03-17 00:00:00-04:00,477.80464993047315,484.01121007163346,476.00146551756944,480.9527587890625,41744400,0.0,0.0,0.0,QQQ
2025-03-18 00:00:00-04:00,477.6054480628794,477.8046769977494,470.63179688559507,472.7537841796875,39072300,0.0,0.0,0.0,QQQ
2025-03-19 00:00:00-04:00,475.01520527629424,483.50312363162146,473.0825053273427,479.0798645019531,40430300,0.0,0.0,0.0,QQQ
2025-03-20 00:00:00-04:00,475.0849778783517,482.7260901579374,474.3876005916405,477.4560241699219,36780500,0.0,0.0,0.0,QQQ
2025-03-21 00:00:00-04:00,472.29549549568526,479.7971505017605,471.1299165344871,479.0300598144531,42234900,0.0,0.0,0.0,QQQ
2025-03-24 00:00:00-04:00,486.6286929361406,490.3901226191041,483.296306654798,489.54205322265625,34567200,0.716,0.0,0.0,QQQ
2025-03-25 00:00:00-04:00,490.27040239350913,492.4953019420397,489.30261128131787,492.3356628417969,26035200,0.0,0.0,0.0,QQQ
2025-03-26 00:00:00-04:00,491.1783047786964,492.036361140999,481.71992401202056,483.2763671875,34627100,0.0,0.0,0.0,QQQ
